stopword removal,Score_Positif,Score_Negatif,Sentiment,Score
iran serah keras kepala tunduk amerika serikat israe,1,-3,Negatif,-2
donald trump presiden jahat duniagk tuju negara makmursibuk rampas kaya negara lainselalu dunia kisruhmiris presiden amerika serikat,1,-3,Negatif,-2
iran stop jer kapal masuk biar amerika serikat lumpuh,1,-3,Negatif,-2
main trumpetaslinya pengin kuasa dunia isriwil,1,-1,Netral,0
allah lindung umat muslim amin,1,-1,Netral,0
rudal kapal donald trump licik picik,1,-3,Negatif,-2
yoyo gas poll iran,1,-1,Netral,0
bismilahirohman nirohimallah hu akbar allah hu akbar allah maha besarkunfayakun hancur hancur allah sombong angkuh donald tramsetannyahuengkau maha kuasa allahallah huma soliala muhamad waala ali muhamadtak bir allah hu akbar bravo iran,1,-3,Negatif,-2
iranadalah negara hebat kuat,4,-1,Positif,3
pikir trump amerika serikat negara tunduk lupreeeeetttt iran broooo kaleng,1,-2,Negatif,-1
amerika negeri jahat kumpul setan,1,-4,Negatif,-3
hajar kasih kendor runding,1,-1,Netral,0
iblisdonal trump prampok,1,-1,Netral,0
ngusir kaya kucing tembak berani,3,-1,Positif,2
mulut ustad indonesia iran syiah islam bertakber,1,-1,Netral,0
buka selat hormuz nyata tukang bohong,1,-1,Netral,0
amerika serikat israel terorist dunia dunia damai musnah terorist dunia amerika serikat israel,1,-1,Netral,0
amerika serikat sengaja masuk jebak iran,1,-1,Netral,0
gajah nginjak lobang semut,1,-1,Netral,0
sila blokade,1,-1,Netral,0
bravo iran,1,-1,Netral,0
kalimat salah usir perang pakai usir tembak tembak bom ngebom,1,-3,Negatif,-2
rudal musnah allahuakbar,1,-1,Netral,0
jiwa donald bebek,1,-1,Netral,0
iran rudal jaga harga bangsa amerika rudal iran lucut iran iya iran diobrak obrak laku amerika irak afghan amerika karepe dewe,1,-1,Netral,0
bunuh sekutu kutu amerika serikat,1,-1,Netral,0
bravo iran,1,-1,Netral,0
hancur amerika serikat israil mata,1,-1,Netral,0
donald bebek lucu,3,-1,Positif,2
wilayah atur negara asu berfikirnya,1,-1,Netral,0
beda prabowo,1,-1,Netral,0
moga lran menang amin allahuakbar,2,-1,Positif,1
lagu inihoksmana usir kapal amerikadasar media indonesia dusta,1,-1,Netral,0
amerika serikat bebas bom iran iran kapal amerika serikat mata diam,1,-2,Negatif,-1
sungguh tanda golong temu perang golong perang jalan allah golong kafir mata kepala lihat seakanakan orangorang muslim kali allah kuat bantu sungguh ajar orangorang mata hati,1,-3,Negatif,-2
hancur beranta,1,-1,Netral,0
sulit otak dajjal,1,-2,Negatif,-1
jahat banget ketua bop asapa anggota israelkejam betuulll,1,-3,Negatif,-2
orangorang kafir kalah dunia giring neraka jahannam seburukburuknya,1,-5,Negatif,-4
kapai usir langsung rudal,1,-1,Netral,0
iran milik hak atur kontrol lintas kapal selat hormuz batas selat hormuz jalur air internasional dasar konvensi hukum laut pbb unclos kapalkapal negara milik hak selat bebas iran negara pantai milik hak atur kontrol lintas kapal wilayah laut teritorial masuk selat hormuz sesuai prinsipprinsip hukum laut internasional hak transit kapalkapal negara milik hak lintas selat ganggu nondiskriminasi iran beda kapalkapal negaranegara beda aman iran milik hak ambil langkahlangkah aman lindung ganggu hak transit kapalkapal iran laku blokade selat hormuz anggap langgar hukum laut internasional timbul reaksi komunitas internasional,2,-2,Netral,0
amerikalah sang jajah,1,-1,Netral,0
buset kapal perang amerika serikat masuk langsung usir kapal perang putar haluan fungsi kapal perang,1,-3,Negatif,-2
meliyaran rakyat dunia dukung penuh iranguna hangus armada amerika serikat masuk wilayah hormuz musuh masuk wilayah iran,4,-3,Positif,1
dunia tausiapa jahat sebenarnyaamerika teroris,1,-3,Negatif,-2
mantab iran,1,-1,Netral,0
presiden amerika malu negaranyaslalu klaim menang halu,2,-3,Negatif,-1
lawan zalim,1,-2,Negatif,-1
ambisius setan iblis rampas hormutz,1,-4,Negatif,-3
wkwkkw berita aco suara iran logat iran kaya suara jowo omong bahasa inggirs,1,-1,Netral,0
negara dunia berani iran,3,-1,Positif,2
coba rudal langsung kelar,1,-1,Netral,0
asu negara bangkrutmasih susah negara negara kaya ikhlas banget negara krisisnegara krisisckckck,1,-1,Netral,0
judul negara adi daya amerika sebentar hapus sejarah dunia,1,-1,Netral,0
amerika sial trump sial setanyahu sial israel sial,1,-1,Netral,0
trump bacot doang,1,-1,Netral,0
selat hormuz milik bebek milik iran,1,-1,Netral,0
lho iraniankerennn,1,-1,Netral,0
allah bantu iran lawan amerika serikat israel menang iran allah lawan israel amerika serikat amin amin,2,-2,Netral,0
rudal truss,1,-1,Netral,0
pemoimpin banyal omon omon langsung sikaty,1,-1,Netral,0
amerika blokade kapal tangker arti negara kapal blokade musuh amerika masuk prancis spanyol dll,1,-3,Negatif,-2
hak blokade kapal maritim laut kah,2,-1,Positif,1
masyarakat iran solid bangsa sejarah melwati menang peperangan kisal salman alfarisi sahabat rosulullah sia taktik perang khandak ali parit jebak menang iran hebat tahan amerika rugi tinggal iran kalah malu hina,4,-3,Positif,1
hidup iran dukung iran sepenuh love iran semangat iran bangga keberanianmmu lawan negara ganggu daulat negara barakalloh iran amin,4,-2,Positif,2
iran allah swt bangsa iran takbir allahuakbar trumpet perang mulut ajapret pret dunia benci iran pilih kapalyg iya negara jolas,1,-4,Negatif,-3
love iran,1,-1,Netral,0
rudal gasss kasih kendor,1,-1,Netral,0
amerika negara suka koar teroris nyata nyata teroris,3,-3,Netral,0
oten indonesia basmi sejati usak manusia muka bumi dukung jahat muka bumi,4,-3,Positif,1
moga allah menang juang muslim umat muslim amin allah rabb,2,-1,Positif,1
moga pimpin indonesia turun iran,1,-1,Netral,0
sunni iran panutan contoh internasional jaga ummat islam,1,-1,Netral,0
amerika serikat menang sendirimasuk negara berbayarlalu amerika serikat masuk negara bayar lucukita lomba kuat selat malakaselat sulawesi kau kalimantanbiar lewatharus bayarsingapura cerita,2,-1,Positif,1
tunduk amerika titik,1,-2,Negatif,-1
beli rusia china berani amerika,3,-1,Positif,2
main udara kalah main darat kalah main lautt kocak donald bebek,1,-1,Netral,0
gencat senjata minggu habis gencat habis iran,1,-2,Negatif,-1
iran negara tanguh,1,-1,Netral,0
aneh asmau campur urus negeri negara,1,-2,Negatif,-1
amerika serikat israel henti perang demam gigil kejang hobi perang ganggu negara,1,-3,Negatif,-2
kapal usak alih perhati masuk kapal selam amerika selat hormuz,1,-1,Netral,0
rezim iran jebak assengaja kapal usak masuk hormuz tunggu serang rezim iran rezim iran tembak kapal amerika serikat perang buka,1,-3,Negatif,-2
ayo iran potong kabel internet laut biar hewan blokade stres,1,-2,Negatif,-1
tinggal tekan tombol kapal usak hancur,1,-1,Netral,0
kasih rudal hai iran tangung mlintas mupung perang,1,-3,Negatif,-2
kirim pasu darat amerika serikat israel memghamcurkan irgc jabat rezim iran,1,-1,Netral,0
amerika preman pasar cari obyek cepek,1,-1,Netral,0
nya negara canggih cngih keroyokan gilir bantu tres mewek mimpi siang bolong,1,-3,Negatif,-2
iran always be a hero indonesia,3,-1,Positif,2
amerika pikir kaya film holywood menang warga iran mental baja mati hancur negara musuh kalah hancur amerika warga mati habis habis tentara takut dunia nyata pikir film holywood menang tentara,2,-3,Negatif,-1
bodoh donald trump,1,-2,Negatif,-1
langsung bom,1,-2,Negatif,-1
kalahhhdiusir mimpi kali luit halaman iran klaim amerikaminum noh pipis ontany biar bagus berhayalnya,3,-3,Netral,0
sayang usir rudal,3,-1,Positif,2
iran turun bangsa persiamana gertaksejarah membuktikaniran keras bos,1,-3,Negatif,-2
blokade amerika selat hormuz tutup iran bodoh banget amerika iran ekspor minyak rusia negara tetangga suka amerika,3,-1,Positif,2
rudal kapal jajah,1,-1,Netral,0
amerika serikat sok nguasai duniahanya presiden banci kecut tunduk hadap amerika,1,-2,Negatif,-1
moga iran bantu negara sekutu amerika serikat israil licik hancur,1,-3,Negatif,-2
usri langsing hancur,1,-1,Netral,0
kapal kelas amerika usir kaya ayam,1,-2,Negatif,-1
target amerika serikat iran cina target utama cina beli minyak iran laku venezuela,1,-1,Netral,0
lemah al iran,1,-2,Negatif,-1
allah swt indonesia halu akut media fanboy iran kunjung tobat kritis media doyan ngibul viewer oon komen halu warga asli iran gembira rezim meninggoy indonesia sembut rezim pahlawan lucu otak mayoritas indonesia,5,-2,Positif,3
lawan sila main tawur,1,-2,Negatif,-1
malu banget amerika usir suruh pergi,1,-3,Negatif,-2
trumpet bawa rs,1,-1,Netral,0
tua bebek bangkai oceh,1,-1,Netral,0
kapal perang induk drone iran hancur buah destroyer amerika serikat tembak ijinkan pergi hasil dunia tawa iran hai pakar badut undang tv one metro tv tribun andai destroyer milik iran pasuk laut amerika serikat amerika serikat tembak biar pergi ribu triliun persen pakar badut undang tv one metro tv tribun koar amerika serikat ketarketir hadap destroyer iran,1,-3,Negatif,-2
iran bravo iran,1,-1,Netral,0
negara adidaya ajak perang darat ultimatumcba perang darat antr nyawa,1,-3,Negatif,-2
wooiiii rekam omong kosong indonesia,1,-1,Netral,0
rusia china masuk trumpet berani stop,3,-1,Positif,2
langsung rudal,1,-1,Netral,0
mantap hajar amerika serikat,1,-1,Netral,0
aki frustrasi,1,-1,Netral,0
allah memerintahkanhay muhammad ragu ragukarena ragu aebagian dustaapakah manusia saksi palsu,1,-2,Negatif,-1
tembak iran mundur,1,-2,Negatif,-1
langsung rudal,1,-1,Netral,0
brapo iran hacurkan amerika serikat,1,-1,Netral,0
ayam usir,1,-2,Negatif,-1
dibombandir usir,1,-1,Netral,0
iran adab negosiasi rudal coba perang langsung luncur rudal,1,-3,Negatif,-2
malu dunia malu budak zionis amerika coba lihat iran bak goliath hajar ibilis zionis coba negara ubah iran super power dunia sadar tunggu amerika menang,3,-3,Netral,0
iran hebat kaleng kaleng,4,-1,Positif,3
iran omong,1,-1,Netral,0
konfik untung pakistan,1,-1,Netral,0
uclim indonesia budk syiah,1,-1,Netral,0
iran bohong kapal amerika serikat masuk lawan kapal amerika serikat berita,1,-2,Negatif,-1
amerika bacot militer coba indonesia lembekdia menang pakai alat,2,-1,Positif,1
peluru ajar amerika serikat,1,-2,Negatif,-1
bravo irannnn,1,-1,Netral,0
hebat berani iran pasu gentar langsung ancam iranketemu lawan padan,4,-2,Positif,2
macan gebrak meja babu dajjal puihhh,1,-1,Netral,0
langsung rudal kasih,1,-1,Netral,0
tebak gencat senjata kecut amerika provokasi iran entar rudal teriak iran langgar gencat senjata strategi negara super power,3,-2,Positif,1
kapal induk amerika serikat air nkita tunduk,1,-2,Negatif,-1
chaenal teroris berita hoax dasar chaenal sesat,1,-3,Negatif,-2
enak teroris blokade selat hormuz milik iranitu serah iranlah buka tutup,2,-3,Negatif,-1
bukti irantidak semena mena serang musuhnyairan aju musuh out selat hormuznegara berdaulattidak amerika isrewelasal serang babi butakarena otak amerika isrewel otak binatangtrump setanyahu neraka jahanam,1,-5,Negatif,-4
wilayah daulat angkat laut masuk wilayah ijin alas jalur internasional good iran,1,-1,Netral,0
iran tolol bego kasih tenggelam negara lho porak poranda lho kasih ancam taiii,1,-3,Negatif,-2
allah hu akbar moga allah swt menang iran,2,-1,Positif,1
amerika damai bikin manusia susah,1,-1,Netral,0
halu donald,1,-1,Netral,0
jajar presiden amerika trump presiden gilagila minyak,1,-1,Netral,0
iran rudal habis kapal kapal perang amerika serikat air teluk zionis bajing amerika n israel hancur lebur kasih kendorhayo iran hajar sadar,1,-3,Negatif,-2
trump omong aco,1,-1,Netral,0
sesuai harap bangsabangsa umat kapal asing masuk selat hormuz langsung hancur iranluarbiasa,1,-2,Negatif,-1
iran rezim cari gara bakaldisikat,1,-1,Netral,0
iran tegs berani selat hormuz milik iran amerika serikat hak kuasa iran ambil tindak trump omong aco malu selat hormuz milik amerika serikat,3,-3,Netral,0
allah lindung juang iran,1,-1,Netral,0
adidaya adidahdidahdahhhh,1,-1,Netral,0
langsung frekuesi kapal dengar,1,-1,Netral,0
diperingarkanharusnya langsung tembak,1,-1,Netral,0
kapal speed boad usir kapal perang mimpi kali goblok,1,-3,Negatif,-2
fokus suara reporter dengar bisik bisik menit,1,-1,Netral,0
langsung bom,1,-2,Negatif,-1
oten indonesia suara,1,-1,Netral,0
alhamdulillah iran berani lawan kejam amerika israel moga negara teroris hancur dunia aman damai peperangan,3,-4,Negatif,-1
donald bebek al iran lumpuh eh yernyata kpl usak amerika serikat tkt tenggelam usir al iran iran,1,-3,Negatif,-2
donald bebek sok atur negara mamarika,1,-2,Negatif,-1
menghayal stres donald bebek enak blokade coba iran tahan allah allah huakbar maha,2,-2,Netral,0
iran langsung tembak biar amsiong thuram,1,-1,Netral,0
donald trump parah amerika rumah sakit jiwa gratis,1,-2,Negatif,-1
donald bebek cocok jual obat kutil laku jago ngibullll brawo iran hancur zionis israel sekutu amerikainsya allah menang,2,-1,Positif,1
kompas turun kelas,1,-1,Netral,0
tembak langsung kasih,1,-1,Netral,0
ngancam amerika serikat serang,1,-1,Netral,0
tua gila trump dikit mati,1,-3,Negatif,-2
trump gila,1,-2,Negatif,-1
barakallohsubhanalloh irannn,1,-1,Netral,0
binging negara asing negara islam hati lembut sabar kasih kesepatansedangkan negara islam bunuh tampa ampun anak bunuh israel,3,-2,Positif,1
puja indonesia omon opo toktanya ngra adi daya eh gertak iran kbur jgksihan junjung pimpin pro zionis n amerika mnangis,1,-1,Netral,0
trump amerika serikat setannyaho stess adap iran moga allah cepat hancrkn amin yrabravo iran negara dukung,4,-1,Positif,3
ampun jagoooo,1,-1,Netral,0
mampus dajjal,1,-1,Netral,0
tenggelam sisa militer amerika serikat hidup sia takbir,1,-2,Negatif,-1
media iran,1,-1,Netral,0
malu oceh ngawur berat,1,-3,Negatif,-2
patuh hadap dog trump amerika negara atur atur negara,1,-1,Netral,0
dunia susah gegara laku preman uzur demensia irasional,1,-3,Negatif,-2
logika waras presiden harap warga waras makzul trumpet gila jamaah,1,-2,Negatif,-1
trump iri pikir,1,-3,Negatif,-2
suka iran mengrespon musuh usik negara,3,-3,Netral,0
iran jual minyak negara suka larang negara suka trump rebut blokade selat hormuz minyak sinting wilayah iran hak kau pikir wilayah daerah kuasa go hell granpa,3,-2,Positif,1
dasar oang gila kapal induk lari birit,1,-2,Negatif,-1
navy seals assadarlahini perang kalianini main trumpmending sadar asjgn bela trump korban nyawa,1,-3,Negatif,-2
dengar omong trump malu dengernya,1,-3,Negatif,-2
hoaxxx bullshit,1,-1,Netral,0
amerika serikat salah pilih pimpin ahirnya tertawa dunia,2,-2,Netral,0
kecewa amerika lawan letoy alusistanya memng barat bangsa takut,1,-3,Negatif,-2
usir ledakin,1,-1,Netral,0
cerita kapal usak amerika serikat berani selat hormos gara gara runding sangka iran lengah selat hormos usir,3,-1,Positif,2
alat perang pajak rakyat amerika pakai israel,1,-3,Negatif,-2
donald bebek kalah kalah kapai ancam blokade jalur selat hormuz kapai korban negara urus negara iran tutup jalur dagang iran bantu sekutu iran kuat,1,-3,Negatif,-2
semangat iran moga allah menang allah amin,2,-1,Positif,1
usir jajah negara hancur amerika serikat israel jaya iran,1,-1,Netral,0
media nasional nipu aneh,1,-2,Negatif,-1
berita indonesia transparan biar masyarakat,1,-1,Netral,0
amerika kagak serang,1,-1,Netral,0
ngusir hasil usir cerita,1,-1,Netral,0
amrik kepedean blokade selat hormuz siape malu nyerobot wilayah,1,-3,Negatif,-2
iran bangga luluh lantak amerika serikat israel,2,-1,Positif,1
usir pakai kapal hancur,1,-1,Netral,0
selagi dunia atur kapir yahudi dunia adil aman,2,-1,Positif,1
setan amerika omong kosong,1,-4,Negatif,-3
trump iblis tres omong ngawur,1,-3,Negatif,-2
iran israel kapal abu gosok,1,-1,Netral,0
amerika serikat damai kacau dunia amerika serikat serakah sombong,1,-2,Negatif,-1
american must cganges presidenthis solution,1,-1,Netral,0
hebat iran yaake musuh kasih coba zionis amerika begiitupaling langsung bom heheheheitulah ciri negara kecut,4,-3,Positif,1
cuba tahan kapal rusia china,1,-1,Netral,0
hebat iran pimpin berani hebatjangan kcung kaya indonesia,4,-1,Positif,3
blokade iran pegang kendali iran trump cari muka dasar cari muka,1,-1,Netral,0
pura pura amerika dunia amerika kalah perang israel dibumihanguskan iran abu dapur abu janda,1,-3,Negatif,-2
iran sopan,3,-1,Positif,2
trump pikir indonesia,1,-1,Netral,0
iran baikrudal kapal amerika serikat,1,-1,Netral,0
yeess tempur lagibravo iran,1,-2,Negatif,-1
coba kau tembak biar irgc terorist batu gampang ancam kau tembak irgc musnah total,1,-2,Negatif,-1
iran bravo,1,-1,Netral,0
sedia rudal peluru berpandukita tunggu lihatapakah laku,1,-2,Negatif,-1
amerika israhel tolak ganti rugi rusa uang belasungkawa keluarga korban dampak serang dadak iran sepakat iran ganti rugi rusa negara kapal selat hormuz iran jatah kapal selat hormuz kapal negara manapunbhkn iran kapal alami sulit rusa iran bantu kapal jalan pingutna biaya amerika sepakat buntu amerika tariff selat hormuz laah urus lu tarik tarif selat hormuz zee kagak negara superpower semena tarif semena tangkap maduro presiden venezuela kuasa minyak alas minyak jual china aneh lu atur dapur negara zee hak negara masuk wilayah indonesia zee tarik tarif kapal batas wilayah air kalimantan,2,-3,Negatif,-1
lihat trump netayahosbagai manusia hadap akyat tega korbankangmn negara lainpokona lihat iblis patut rang,1,-3,Negatif,-2
tembak banggw,1,-1,Netral,0
kelau kapal amerika mundur kena rudal irankerna target pas kapal amerikairan,1,-2,Negatif,-1
berita sampah kenyat bohong netanyahu tinggal israel hancur kadrun bohong pengaruh nama,1,-2,Negatif,-1
this is situation of a missile war us ship sank into sea,1,-1,Netral,0
crazy president terrorist president,1,-1,Netral,0
iran omong doang rudal tenggelam kapal kapal,1,-2,Negatif,-1
bravoo barokallooh irannkuuuu,1,-1,Netral,0
lawan kezolim iran,1,-2,Negatif,-1
langsung serang dahal kapal iran serang air internasional pulang parade india,1,-1,Netral,0
jijik amerika bangsa maling jancouk,1,-4,Negatif,-3
sakit nk sakit perangai amerika zionis israel,1,-2,Negatif,-1
mantap iran bebas angkat perang asisrael masuk selat hormust,1,-3,Negatif,-2
asu adi daya mata iran lihat asu daya,1,-1,Netral,0
allohuakbar allohuakbar allohuakbar iran,1,-1,Netral,0
iran benarpemberani mantap,1,-1,Netral,0
semangat iran allah doaumat muslim dunia iring iran,2,-1,Positif,1
hahaha mamarika kabur lari terbiritx kejar rudal iran mamam rudl,1,-2,Negatif,-1
moga allah kuat negara iran tumpas irail amerika,1,-1,Netral,0
mantap iran harga takut donald ekor binatang buas takut binatang buas,1,-3,Negatif,-2
