stopword removal,Score,Sentiment
negara demo atou melawan amerika serikat negara atou musnah amerika serikat negara invensi amerika serikat israel negara peng hakiman,-2,Negatif
allah tuhan hancur amerika israel,2,Positif
negara beli cina rusia,0,Netral
blok kade amerika serikat jual cina,1,Positif
kapal perang perusak amerika si kabur kecepatan peringatan al iran,-2,Negatif
sekutu iran r bantu habisi amerika serikat,-1,Negatif
warga indonesia mari dukung perdamaian kebutuhan pokok barang barang melonjak menderita,1,Positif
amerika memahami negosiasi amerika serikat negosiasi tunduk iranini mendikte negosiasi iran nolak iran negosiasi kecuali sesuai tuntutan iran,7,Positif
usirlah penjajah,0,Netral
yaallah kekuatan melawan setan dunia israel n amerika serikat,0,Netral
harap jalesveva jayamahe irgc navy bermartabat terhormat,1,Positif
iran tembak kapal amerika syarikat,-1,Negatif
ngeri iran angatan bersenjatanya mengunci kepal perusak amerika serikat kali angaktan bersenjata a si kaya badut,-1,Negatif
blokade pikir,0,Netral
latnatullah donald bebek trompet,0,Netral
negara preman otak masak milik diatur malulah semuanegara berdaulat dunia serang takut negara preman amerika coba melawan iran amerika sekutu apanya negara berdaulat larangan bikin senjata nuklir membela mempertahan kedaulatan negara diatur negara preman kekacauan dunia amerika negara perampok alias preman dunia,-5,Negatif
kapal amerika serikat melewati laut aceh indonesia purapura lihat diani paham indonesia apaapanya dibanding iran,1,Positif
iran menang perangknp israel bantu amerikamereka nyali melawan iran,0,Netral
amerika mencampuri urusan negara lainbelagak menguasai dunia,0,Netral
pakai usir tebak,-1,Negatif
donald gilaterlalu berhayal,0,Netral
i love iran,0,Netral
negara beli alutsista sampah mahal negara teroris amerika,0,Netral
negara munafik ganas iran indonesia ngemis omon omon,-1,Negatif
lari kocar kacir kapal perusak amerika lock iran kemana amerika jago film perang tivi,-3,Negatif
amerika malu kampung jual minyaknya sendiriemang,1,Positif
kapal amerika serikat absen biar kerja habis kabur mati konyol kerja gajian sayang anak istri dirumah,-3,Negatif
heran digertakbodoh pemimpn mati dibunuh ditembak lihat,1,Positif
usir tinggal roket kapal milik amerika masuk selat hormuz,-2,Negatif
memng patut kapal amerika serikat kene halaudy plk sebok nk tol kawasan orgperangai syaitandy pikir peralatan tentera sesuka hati kacau negara orgpuihhh negara penjajah amerika,-1,Negatif
bedil babi kapal amerika wkwk,-2,Negatif
maju lanjutkan kebenaran kalah,0,Netral
china rusia diam,0,Netral
iran indonesia pemerintah perang rakyatnya perang,-2,Negatif
abu janda buta colok,-1,Negatif
kemimpinan trump hancur lebur melawan iran,-1,Negatif
trump rampok,-1,Negatif
kesalahan iran mengusir kapal amerika serikat iran mengusir menenggelamkan kapal amerika serikat,-5,Negatif
good senapan hiu gencatan senjata batal permanen,1,Positif
amerika maling minyak,0,Netral
ngeri ngeri sedep kuba bantuan uni soviet vs amerika kaya kapten kapal amerika mengorbankan pangkatnya biar menyerang kapal uni soviet,-5,Negatif
kasih ampun rural,0,Netral
bosan dengar berita tipu tipu media iran indonesia suka mengutip berita hoaks ajaran islam berusaha mengklaim biar rendahbiadab anjing islam,0,Netral
iran kristen islam iran setan amerika setan goblok kristen benci islam islam benci kristen islam duluan benci kristen,1,Positif
trump perintahkan militernya preman jalanan salut warga amerika serikat gulingkan trump presiden pikun mmbuat amerika serikat bangkrut minggu,-2,Negatif
lengserkan trumpettt,0,Netral
negara iran berani lawan amerika,0,Netral
dholim hancur fahimtum,0,Netral
trumm guoblok,0,Netral
haha amric bangor banget,1,Positif
wilayah enaknya main blokadebom kapal amrik tuman,-1,Negatif
libatkan tuhan perbaiki,1,Positif
bohongnya donald bebek,0,Netral
israel amerika mengenal hukum rimba menang semboyan israel amerika,3,Positif
kapal perusak amerika serikat rusak,-1,Negatif
mantap banget negara iran nyalinya kaleng kaleng,2,Positif
bodohhh pekokkk tolollah iran usirrrr rudallll tembak tenggelamkan,-1,Negatif
tida percaya iran usir keleim bohong bilangnya pm israel tewas e buktinya pm israel tersenyum dah mengapai ancam tembak lihat namanya perang lat tembak itunamanya t a lu t,-4,Negatif
hidup iran,0,Netral
tailah hoax celeng usir bodohhh tololllnya iran rudal tembakkkk,-2,Negatif
bangga iran,1,Positif
segitu dibanggakan media indonesia,-1,Negatif
donald masuk gejala dimensia,-1,Negatif
selat hormuz iran ngapa amerika ikutan blokade hormuz,0,Netral
tindakan amerika terjadimaka perang dunia mata,-1,Negatif
amerika serikat menyulik presiden venezuela minyak nyagiliran amerika serikat melakukannya iran penjahat sesungguhnya dunia amerika serikat israel musnah muka bumi,1,Positif
iran mantap bismillah allah lindungilah rakyat iran zolim israil amerika amin allah,4,Positif
amerika serikat treeees milik laiinkok kuasain,1,Positif
kapal amirika pringatkan langsung tembak,-1,Negatif
kapal perusak kapal dajjal,-2,Negatif
rusia untungkan,0,Netral
berita hoax,-2,Negatif
perbedaan irgc mamarikameski posisi perang mendahulukan diplomasidan peringatan musuh,-3,Negatif
diusir ditembak,-1,Negatif
allohhuakbar doa umat muslim bersamamu,3,Positif
donald trump bebek memblokade selat hormuz memangnya donald trump bebek siapaaa digubris iran habiskan kekuatan iran sekutu sekutunya maju pantang mundur iran allah swt engkau iran allah swt super kemenangan telak engkau iran kendurkan semangat engkau lapisan masyarakatnya ulamanya tentaranya pejabat pejabat publiknya publiknya,-5,Negatif
hx usir,-1,Negatif
stupid donald,0,Netral
usir amerika sekutu sekutunya sewenang wenang maju iran,-2,Negatif
amerika serikat ngalangin kapal thanker china siaap amerika serikat mengajak ribut china,-1,Negatif
allah wakbar,1,Positif
jurus mabuk bikin sekutunya bersekutu,-1,Negatif
bismilahirohmanirahim nawaitu wa asmai wa doa i alf semoqa umat islam lindungan allah seqa bahaya,2,Positif
amerika kaya anjing koar doang ditunggu iran perang darat amerika takut,-1,Negatif
amerika serikat membantu sifat begal,-1,Negatif
pekerjaan dajjal rakus iri dengki manusia hak hidup kelaminya gatel melanggar hukum menghukumnya kaya mengatur bumi langit digapainya bumi pas pas ukur melebihi hukum allah,2,Positif
presiden amerika donald trump biang keladi kekacauan,-1,Negatif
sumpah iran best banget gantengganteng,1,Positif
perang musuh mata bukanya tembak suruh menjauh,-6,Negatif
iran singa lapar bagusssss,-1,Negatif
selat hormouzt daerah teritorial iran wajar patroli keamanan,1,Positif
congor trump koar menyerang ragu,-3,Negatif
berisik studio jeda reporter bicara enak banget,1,Positif
main ancam lansung serang iran lucu,-2,Negatif
amerika berhadapan kapal kapal rusia china kepala donald jadikan ganjel tali kapal,-3,Negatif
amerika serikat ciut rudal kapal perusak amerika serikat,-2,Negatif
kapal amerika serikat menuruti,-1,Negatif
bravo iran,0,Netral
free palestine,1,Positif
bravo iran,0,Netral
rudal biar kasih paham donald kntl,0,Netral
tunduk amerika serikat nasib irak perang habis habisan,-1,Negatif
allah lindungilah bangsa iran palestinae bangsarakus yahudi,1,Positif
kapal us bilanv koalisi,-1,Negatif
kasianhanya mulut penyembah batu sesuai fakta lapanganmana iran usir kapal amerika serikat coba,-3,Negatif
super power usiriran keren,0,Netral
amerika niat jahatmu terendus,0,Netral
sasarn mantap itukan target irankenapa dilepas,1,Positif
nuar ketua pembangang negara pengeluar minyak untung puluh billion naikkan harga minyak membebankan rakyat negara thailand filipina negara mengimport minyak naikkan harga wajar syarikat cari gali minyak negara kebodohan tiada tandingan walanon meloncat kegirangan disedari dikencing nuar,4,Positif
allah berilah kemenengan bangsa iran amin,1,Positif
ngucap yahudi yahudi,0,Netral
amerika serikat negara maludia fikir dunia miliknya,0,Netral
tentara diusir ditabrak kapal nelayan vietnam masuk perairan indonesia kocak,-4,Negatif
bumi hanguskan tentara israel biar setres,0,Netral
hancurkan kapal amerika selat hormuz hhh donatram murka lengserkan ayo dunia lawan donatram biar semena mena diseluruh dunia,-2,Negatif
angkatan laut iran pakai speedboat minimau usir kapal nuklir berita bodoh,-4,Negatif
iran bangsa persia main main bangsa persia mati bangsa persia terkenal ahli perang bamgsa persia bangsa tertua amerika bangsa persia duluan,0,Netral
sadar suara bocor,-1,Negatif
logika rumah serang keluarga meninggal serang rumah ngamuk tetanggadan bilang menang rumah lawanmu tersentuh,-1,Negatif
trump tong kosong nyaring bunyi,-1,Negatif
nya infonesia bodokin olh iran,0,Netral
krasa krusu rumah betah rumah,2,Positif
bikin malu msrakt indonesia tv nasional mnyiarkn berita hoax,-2,Negatif
ane tv nasional indonesia bodokin olh brta hoax iran indonesia bodok jaja kbofohan,-1,Negatif
trump cangkeman bacot,0,Netral
serangan besarklo habissiapkan rudal drone,-1,Negatif
pokoknya amerika dibikin kaya anak iran merengekpresiden dilumpuhkan mnyerah iran nama yadan mengaku menang trump setahu namanya kemenangan tercapainya menguasai lawan menyerahitu menangkalo merengek selat hormuz mng kalah,-3,Negatif
tanggepan negara rusia china blokade selat hormuz amerika serikat,0,Netral
semangat iranjangan kasih kendorsi amerika pusing cari teman bisamalah memblokade dewa air presiden negarakocakamerika kaya bocah memperebutkan makananpdhal daerahnyadasar serakah,-2,Negatif
banyaknya rakyat indonesia pro iran pertimbangan iran meloloskan kapal minyak indonesia pura pura butuh minyak,0,Netral
tolong pesan irgc mancing selat hormuz,1,Positif
cuman mengancam menenggelamkan,0,Netral
pakai tedeng aling aling langsung ledakin harusnyaharusnya pakai peringatan peringatan biar sebelas belas negara paman kampret venezuela,0,Netral
hancurkan ekonomi teroris amerika,0,Netral
kakean dramakesuwenn tembakk aeeperang perangkakean peringatan,0,Netral
amerika serikat israel dikeroyok habis iran adalagi negara target,0,Netral
tramp memaksa kehendak ompngan muter muter tujuan perang tramp gila lengser muka bumi,-1,Negatif
perang ngusir tembaklah coba pikirkan logika,-1,Negatif
negara kacau anjg trump,-1,Negatif
diusir bon,-1,Negatif
ayo iran kendor tembak kapal amerika,-1,Negatif
sidonal setrum stresssmau blokir selat hormuz lawak,-1,Negatif
hancurkan amerika serikat is rewel,-1,Negatif
awak media bangga menyebut pernyataan iran mulut awak media ribet iran runtuh hamas hizbullah semoga perang berlanjut hancur hancuran bertahan iran amerika israel suara cengeng perang militer penduduk musnah,-5,Negatif
iran langsung tancep pencet rudal kasih aba,1,Positif
menyimak selesai kawan,0,Netral
indonesia istimewa,0,Netral
malu diserang kapal amerika serikat tahan malu doang,-2,Negatif
indonesi dukung iran iran,1,Positif
wkwk amerika serikat mental banci,-1,Negatif
amerika israel biang keladi kekacawan dunia,-1,Negatif
mengoceh pekerjaan trump pikun masuk kubur,-1,Negatif
amerika serikat memilih gila presiden,1,Positif
langsung tembak mengapai diusir,-1,Negatif
sakit jiwa donald bebek laut atur sabar iran keluarkan bom nuklir langsung kediaman donald bebek gedung pemerintah pusat ekonomi amerika serikat biar langsung selesai kapal induk pusat militernya,3,Positif
zionis amerika keparat sok berkuasa ternak zionis pemimpin negara indonesia,0,Netral
indonesia campur urusan konflik perundingan damai gagal prinsip dasar negara indonesia pancasila tindakan konflik meluas,2,Positif
dear ancukan abisin kapal amerika serikat,0,Netral
usirbaiknya langsung rudal,1,Positif
tv hoaxs ngusir,0,Netral
amerika serikat menambah krisis global dunia kasihan negara perbolehkan masuk selat hormuz iran,-1,Negatif
trumph anjing dongok taunya menggonggong fan sok jagoan halamsn jahanam menjijikkan,-3,Negatif
lucu donald,0,Netral
kasihan amerika serikat sakit jiwa pakai presiden konggres maluturun segra tramp kepresidenan,0,Netral
allahu akbar semoga allah kemenangan iran melawan kedholiman amerika serikat israel,1,Positif
sikat wilayah negara irancoba amerika diperlakukan marah,-1,Negatif
rudal biarkan berjalan laut,0,Netral
mengaco usakapal negara perang blokir lootak strokesama perang negara perangdah kalah damai nglunjak,-4,Negatif
gas irankasih paham asdonal bebek,-1,Negatif
goblok banget donald bebek negara venezuela samain iran presiden setres,1,Positif
kapal super power ciut,-2,Negatif
amerika maluitukan wilayah irandasar rampok,-1,Negatif
peringati langsung rudal,1,Positif
negara mengatasi allah kasih bencana serkah,0,Netral
loh iran kapal induk amerika laut selat hormuz usir membunuh warga masyarakat iran pejabat pejabat iran meninggal pengeboman amerika luncurkan rudal rudal hebat kapal kapal induk amerika selat hormuz aneh iran iran luncurkan rudal rudal kapal kapal induk amerika terjangkau jarak usir kapal kapal induk amerika iran aneh,-12,Negatif
amerika serikat setor nyawa kesana,0,Netral
usir amerika penjajah selat hormuz bravo iran,-1,Negatif
kasihan amerika dipimpin badut,0,Netral
main main iran binasa,0,Netral
hoaxtribun syiah indonesia,0,Netral
bravo amerika serikat israel,0,Netral
knapa tenggelam sayang,0,Netral
usir bom,-1,Negatif
kelicikannya nego genjatan cari mendekat sah ditembak,-1,Negatif
langsung bom,1,Positif
akibat ulah amerika israel perang negara dunia mengalami kekacauan mayoritas ummat menghujat amerika israel semoga karma segara negara amin,-4,Negatif
sikst biar hebat,0,Netral
menangis darah menang perang dasar bodoh otakmu bebal,-3,Negatif
trump kabinet malu,-1,Negatif
trumpetttt binatang,0,Netral
perang ditembak kapal,-2,Negatif
iran negara melawan amerikaternyata amerika sehebat digembor gemborkanmain keroyok klahpadahal menyerang duluan,-1,Negatif
terjebak selat hormuz logistiknya kaya makanminum dll,0,Netral
bismilah hirohman nirohim lindungilah warga iran manapun berilah kemenangan pemimpin tamaq serakah,0,Netral
bubarkan pbbtdk fungsi manfaatnyamosok gabungan negara duniatdk berani memberikn sanksi amerika israel,-1,Negatif
amerika campur urusan negara negara perusak bikin gaduh,1,Positif
trump polisi dunia kwkwkw,0,Netral
kocak bikin rusuh negara dasar penjajah,-1,Negatif
langsung balas bukti nyata trump kaya prident indonesia bhong mulu,0,Netral
amin masya allah assallamuallaikum,1,Positif
hhhhhh amerika serikat,0,Netral
alhamdulillah iran arab tunduk zionis,1,Positif
allah kekuatan kemenangan negara iran lebanon palestina,2,Positif
pengin minyak minimal beli ngerampok dasar amerika serikat,-1,Negatif
senjata masuk laut kasbia,-1,Negatif
us army hama,-1,Negatif
makna kedaulatan negara,1,Positif
semoga perang berjalan mengakui kekalahan,-1,Negatif
omon kapal iran dirudal amerika serikat,-1,Negatif
berita indonesia,-1,Negatif
langsung hancurkan,1,Positif
alasan amerika mengembel nato iran menyerang kapal amerika amerika membujuk nato ontek onteknya,-2,Negatif
akal akalan trump gencatan senjata kirim kapal perusak penyapu ranjau,0,Netral
iran menyerah keras kepala tunduk amerika serikat israe,-1,Negatif
donald trump presiden terjahat duniagk setuju negara makmursibuk merampas kekayaan negara lainselalu dunia kisruhmiris presiden amerika serikat,2,Positif
iran stop jer kapal masuk sebulan biar amerika serikat lumpuh,-2,Negatif
menampak permainan trumpetaslinya pengin menguasai dunia isriwil,-1,Negatif
allah lindungi umat muslim amin,3,Positif
rudal kapal donald trump licik picik,-1,Negatif
yoyo gas poll iran,-1,Negatif
bismilahirohman nirohimallah hu akbar allah hu akbar allah maha besarkunfayakun hancur hancur allah sombong angkuh donald tramsetannyahuengkau maha kuasa allahallah huma soliala muhamad waala ali muhamadtak bir allah hu akbar bravo iran,4,Positif
iranadalah negara hebat kuat,0,Netral
pikir trump amerika serikat negara tunduk lupreeeeetttt iran broooo kaleng,0,Netral
amerika negeri jahat kumpulan setan,-2,Negatif
hajar kasih kendor perundingan,-1,Negatif
